sample_id,region_id,state,district,date,latitude,longitude,rainfall_24h_mm,rainfall_3d_mm,rainfall_7d_mm,rainfall_14d_mm,rainfall_ratio_24h_to_7d,rainfall_acceleration,soil_wetness_index,temperature_c,neighbor_risk_mean,neighbor_count,elevation_m,slope_deg,ndvi,vegetation_vulnerability,terrain_rainfall_interaction,soil_rainfall_interaction,hazard_score,label,label_source
IN-KOT-KOTTAYAM__2026-04-02,IN-KOT-KOTTAYAM,Kerala,Kottayam,2026-04-02,9.5916,76.5222,26.0,48.0,48.0,48.0,0.5416666666666666,4.0,0.02845287492590397,28,0.33,3,72,16,0.58,0.011950207468879669,416.0,1.3657379964433907,0.11775550767577485,0,proxy
IN-KOT-KOTTAYAM__2026-04-03,IN-KOT-KOTTAYAM,Kerala,Kottayam,2026-04-03,9.5916,76.5222,30.0,78.0,78.0,78.0,0.38461538461538464,4.0,0.046235921754593956,28,0.33,3,72,16,0.58,0.019419087136929462,480.0,3.6064018968583285,0.13588662835679724,0,proxy
IN-KOT-KOTTAYAM__2026-04-04,IN-KOT-KOTTAYAM,Kerala,Kottayam,2026-04-04,9.5916,76.5222,34.0,90.0,112.0,112.0,0.30357142857142855,4.0,0.06639004149377593,28,0.33,3,72,16,0.58,0.027883817427385896,544.0,7.435684647302905,0.14968307868524147,0,proxy
IN-KOT-KOTTAYAM__2026-04-05,IN-KOT-KOTTAYAM,Kerala,Kottayam,2026-04-05,9.5916,76.5222,38.0,102.0,150.0,150.0,0.25333333333333335,4.0,0.08891523414344991,28,0.33,3,72,16,0.58,0.03734439834024897,608.0,13.337285121517487,0.16431232277594002,0,proxy
IN-KOT-KOTTAYAM__2026-04-06,IN-KOT-KOTTAYAM,Kerala,Kottayam,2026-04-06,9.5916,76.5222,42.0,114.0,192.0,192.0,0.21875,4.0,0.11381149970361588,28,0.33,3,72,16,0.58,0.047800829875518674,672.0,21.85180794309425,0.17977436062889293,0,proxy
IN-KOT-KOTTAYAM__2026-04-07,IN-KOT-KOTTAYAM,Kerala,Kottayam,2026-04-07,9.5916,76.5222,46.0,126.0,238.0,238.0,0.19327731092436976,4.0,0.14107883817427386,28,0.33,3,72,16,0.58,0.05925311203319503,736.0,33.57676348547718,0.19606919224410016,0,proxy
IN-KOT-KOTTAYAM__2026-04-08,IN-KOT-KOTTAYAM,Kerala,Kottayam,2026-04-08,9.5916,76.5222,50.0,138.0,266.0,288.0,0.18796992481203006,4.0,0.17071724955542383,28,0.33,3,72,16,0.58,0.07170124481327801,800.0,45.41078838174274,0.21048912531386946,0,proxy
IN-KOT-KOTTAYAM__2026-04-09,IN-KOT-KOTTAYAM,Kerala,Kottayam,2026-04-09,9.5916,76.5222,54.0,150.0,294.0,342.0,0.1836734693877551,4.0,0.2027267338470658,28,0.33,3,72,16,0.58,0.08514522821576764,864.0,59.601659751037346,0.2252495444535854,0,proxy
IN-KOT-KOTTAYAM__2026-04-10,IN-KOT-KOTTAYAM,Kerala,Kottayam,2026-04-10,9.5916,76.5222,58.0,162.0,322.0,400.0,0.18012422360248448,4.0,0.23710729104919975,28,0.33,3,72,16,0.58,0.09958506224066391,928.0,76.34854771784232,0.24035044966324795,0,proxy
IN-KOZ-KOZHIKODE__2026-04-01,IN-KOZ-KOZHIKODE,Kerala,Kozhikode,2026-04-01,11.2588,75.7804,13.0,13.0,13.0,13.0,1.0,13.0,0.007705986959098993,30,0.27,2,11,10,0.65,0.0026970954356846473,130.0,0.1001778304682869,0.06955410135681749,0,proxy
IN-KOZ-KOZHIKODE__2026-04-02,IN-KOZ-KOZHIKODE,Kerala,Kozhikode,2026-04-02,11.2588,75.7804,16.0,29.0,29.0,29.0,0.5517241379310345,3.0,0.017190278601066984,30,0.27,2,11,10,0.65,0.006016597510373444,160.0,0.49851807943094256,0.07564272312699875,0,proxy
IN-KOZ-KOZHIKODE__2026-04-03,IN-KOZ-KOZHIKODE,Kerala,Kozhikode,2026-04-03,11.2588,75.7804,19.0,48.0,48.0,48.0,0.3958333333333333,3.0,0.02845287492590397,30,0.27,2,11,10,0.65,0.00995850622406639,190.0,1.3657379964433907,0.0874445138673787,0,proxy
IN-KOZ-KOZHIKODE__2026-04-04,IN-KOZ-KOZHIKODE,Kerala,Kozhikode,2026-04-04,11.2588,75.7804,22.0,57.0,70.0,70.0,0.3142857142857143,3.0,0.04149377593360996,30,0.27,2,11,10,0.65,0.014522821576763484,220.0,2.904564315352697,0.09699012802609616,0,proxy
IN-KOZ-KOZHIKODE__2026-04-05,IN-KOZ-KOZHIKODE,Kerala,Kozhikode,2026-04-05,11.2588,75.7804,25.0,66.0,95.0,95.0,0.2631578947368421,3.0,0.056312981624184945,30,0.27,2,11,10,0.65,0.01970954356846473,250.0,5.34973325429757,0.10715037900028031,0,proxy
IN-KOZ-KOZHIKODE__2026-04-06,IN-KOZ-KOZHIKODE,Kerala,Kozhikode,2026-04-06,11.2588,75.7804,28.0,75.0,123.0,123.0,0.22764227642276422,3.0,0.07291049199762893,30,0.27,2,11,10,0.65,0.025518672199170124,280.0,8.967990515708358,0.11792526678993115,0,proxy
IN-KOZ-KOZHIKODE__2026-04-07,IN-KOZ-KOZHIKODE,Kerala,Kozhikode,2026-04-07,11.2588,75.7804,31.0,84.0,154.0,154.0,0.2012987012987013,3.0,0.0912863070539419,30,0.27,2,11,10,0.65,0.031950207468879666,310.0,14.058091286307054,0.1293147913950487,0,proxy
IN-KOZ-KOZHIKODE__2026-04-08,IN-KOZ-KOZHIKODE,Kerala,Kozhikode,2026-04-08,11.2588,75.7804,34.0,93.0,175.0,188.0,0.19428571428571428,3.0,0.1114404267931239,30,0.27,2,11,10,0.65,0.03900414937759336,340.0,19.502074688796682,0.13971895281563293,0,proxy
IN-KOZ-KOZHIKODE__2026-04-09,IN-KOZ-KOZHIKODE,Kerala,Kozhikode,2026-04-09,11.2588,75.7804,37.0,102.0,196.0,225.0,0.18877551020408162,3.0,0.13337285121517486,30,0.27,2,11,10,0.65,0.0466804979253112,370.0,26.141078838174273,0.15036852028245307,0,proxy
IN-KOZ-KOZHIKODE__2026-04-10,IN-KOZ-KOZHIKODE,Kerala,Kozhikode,2026-04-10,11.2588,75.7804,40.0,111.0,217.0,265.0,0.18433179723502305,3.0,0.15708358032009484,30,0.27,2,11,10,0.65,0.05497925311203319,400.0,34.08713692946058,0.16126349379550914,0,proxy
IN-KUL-KULLU__2026-04-01,IN-KUL-KULLU,Himachal Pradesh,Kullu,2026-04-01,31.9579,77.1095,54.0,54.0,54.0,54.0,1.0,54.0,0.032009484291641965,15,0.52,4,1279,34,0.45,0.017605216360403082,1836.0,1.7285121517486661,0.25445548534752815,0,proxy
IN-KUL-KULLU__2026-04-02,IN-KUL-KULLU,Himachal Pradesh,Kullu,2026-04-02,31.9579,77.1095,63.0,117.0,117.0,117.0,0.5384615384615384,9.0,0.06935388263189093,15,0.52,4,1279,34,0.45,0.038144635447540015,2142.0,8.114404267931238,0.2743423330011534,0,proxy
IN-KUL-KULLU__2026-04-03,IN-KUL-KULLU,Himachal Pradesh,Kullu,2026-04-03,31.9579,77.1095,76.0,193.0,193.0,193.0,0.39378238341968913,13.0,0.11440426793123888,15,0.52,4,1279,34,0.45,0.06292234736218139,2584.0,22.080023710729105,0.3247833991998819,0,proxy
IN-KUL-KULLU__2026-04-04,IN-KUL-KULLU,Himachal Pradesh,Kullu,2026-04-04,31.9579,77.1095,85.0,224.0,278.0,278.0,0.3057553956834532,9.0,0.16478956727919383,15,0.52,4,1279,34,0.45,0.09063426200355662,2890.0,45.81149970361589,0.357572516401505,0,proxy
IN-KUL-KULLU__2026-04-05,IN-KUL-KULLU,Himachal Pradesh,Kullu,2026-04-05,31.9579,77.1095,94.0,255.0,372.0,372.0,0.25268817204301075,9.0,0.22050978067575577,15,0.52,4,1279,34,0.45,0.12128037937166569,3196.0,82.02963841138114,0.39398581792854315,1,proxy
IN-KUL-KULLU__2026-04-06,IN-KUL-KULLU,Himachal Pradesh,Kullu,2026-04-06,31.9579,77.1095,103.0,282.0,475.0,475.0,0.2168421052631579,9.0,0.2815649081209247,15,0.52,4,1279,34,0.45,0.1548606994665086,3502.0,133.74333135743925,0.4311800631679074,1,proxy
IN-KUL-KULLU__2026-04-07,IN-KUL-KULLU,Himachal Pradesh,Kullu,2026-04-07,31.9579,77.1095,112.0,309.0,587.0,587.0,0.19080068143100512,9.0,0.34795494961470064,15,0.52,4,1279,34,0.45,0.19137522228808537,3808.0,204.24955542382926,0.4703035774784495,1,proxy
IN-KUL-KULLU__2026-04-08,IN-KUL-KULLU,Himachal Pradesh,Kullu,2026-04-08,31.9579,77.1095,121.0,336.0,654.0,708.0,0.18501529051987767,9.0,0.4196799051570836,15,0.52,4,1279,34,0.45,0.23082394783639598,4114.0,274.4706579727327,0.5047102070140154,1,proxy
IN-KUL-KULLU__2026-04-09,IN-KUL-KULLU,Himachal Pradesh,Kullu,2026-04-09,31.9579,77.1095,130.0,363.0,721.0,838.0,0.18030513176144244,9.0,0.4967397747480735,15,0.52,4,1279,34,0.45,0.27320687611144046,4420.0,358.149377593361,0.5399384133130668,1,proxy
IN-KUL-KULLU__2026-04-10,IN-KUL-KULLU,Himachal Pradesh,Kullu,2026-04-10,31.9579,77.1095,139.0,390.0,784.0,977.0,0.17729591836734693,9.0,0.5791345583876705,15,0.52,4,1279,34,0.45,0.31852400711321877,4726.0,454.04149377593365,0.5754958886832962,1,proxy
IN-LUN-LUNGLEI__2026-04-01,IN-LUN-LUNGLEI,Mizoram,Lunglei,2026-04-01,22.8671,92.765,78.0,78.0,78.0,78.0,1.0,78.0,0.046235921754593956,24,0.58,4,1222,32,0.43,0.02635447540011856,2496.0,3.6064018968583285,0.2917682816236282,0,proxy
IN-LUN-LUNGLEI__2026-04-02,IN-LUN-LUNGLEI,Mizoram,Lunglei,2026-04-02,22.8671,92.765,87.0,165.0,165.0,165.0,0.5272727272727272,9.0,0.0978067575577949,24,0.58,4,1222,32,0.43,0.0557498518079431,2784.0,16.13811499703616,0.3136028207653658,0,proxy
IN-LUN-LUNGLEI__2026-04-03,IN-LUN-LUNGLEI,Mizoram,Lunglei,2026-04-03,22.8671,92.765,96.0,261.0,261.0,261.0,0.367816091954023,9.0,0.15471250740960285,24,0.58,4,1222,32,0.43,0.08818612922347363,3072.0,40.379964433906345,0.3691961850337682,1,proxy
IN-LUN-LUNGLEI__2026-04-04,IN-LUN-LUNGLEI,Mizoram,Lunglei,2026-04-04,22.8671,92.765,105.0,288.0,366.0,366.0,0.28688524590163933,9.0,0.2169531713100178,24,0.58,4,1222,32,0.43,0.12366330764671016,3360.0,79.40486069946651,0.40691874179563486,1,proxy
IN-LUN-LUNGLEI__2026-04-05,IN-LUN-LUNGLEI,Mizoram,Lunglei,2026-04-05,22.8671,92.765,114.0,315.0,480.0,480.0,0.2375,9.0,0.2845287492590397,24,0.58,4,1222,32,0.43,0.16218138707765264,3648.0,136.57379964433906,0.4465791034911571,1,proxy
IN-LUN-LUNGLEI__2026-04-06,IN-LUN-LUNGLEI,Mizoram,Lunglei,2026-04-06,22.8671,92.765,123.0,342.0,603.0,603.0,0.20398009950248755,9.0,0.35743924125666865,24,0.58,4,1222,32,0.43,0.20374036751630115,3936.0,215.5358624777712,0.4881772701203348,1,proxy
IN-LUN-LUNGLEI__2026-04-07,IN-LUN-LUNGLEI,Mizoram,Lunglei,2026-04-07,22.8671,92.765,135.0,372.0,738.0,738.0,0.18292682926829268,12.0,0.43746295198577356,24,0.58,4,1222,32,0.43,0.24935388263189096,4320.0,322.84765856550086,0.5369461525754156,1,proxy
IN-LUN-LUNGLEI__2026-04-08,IN-LUN-LUNGLEI,Mizoram,Lunglei,2026-04-08,22.8671,92.765,144.0,402.0,804.0,882.0,0.1791044776119403,9.0,0.5228215767634855,24,0.58,4,1222,32,0.43,0.29800829875518675,4608.0,420.34854771784234,0.5730559216282504,1,proxy
IN-LUN-LUNGLEI__2026-04-09,IN-LUN-LUNGLEI,Mizoram,Lunglei,2026-04-09,22.8671,92.765,153.0,432.0,870.0,1035.0,0.17586206896551723,9.0,0.6135151155898044,24,0.58,4,1222,32,0.43,0.34970361588618853,4896.0,533.7581505631299,0.6112669897477265,1,proxy
IN-LUN-LUNGLEI__2026-04-10,IN-LUN-LUNGLEI,Mizoram,Lunglei,2026-04-10,22.8671,92.765,162.0,459.0,936.0,1197.0,0.17307692307692307,9.0,0.7095435684647303,24,0.58,4,1222,32,0.43,0.4044398340248963,5184.0,664.1327800829876,0.6494469264740269,1,proxy
IN-MAL-MALAPPURAM__2026-04-01,IN-MAL-MALAPPURAM,Kerala,Malappuram,2026-04-01,11.0732,76.074,31.0,31.0,31.0,31.0,1.0,31.0,0.018375815056312982,28,0.35,3,54,17,0.57,0.007901600474214582,527.0,0.5696502667457024,0.12892009686291225,0,proxy
IN-MAL-MALAPPURAM__2026-04-02,IN-MAL-MALAPPURAM,Kerala,Malappuram,2026-04-02,11.0732,76.074,36.0,67.0,67.0,67.0,0.5373134328358209,5.0,0.03971547125074096,28,0.35,3,54,17,0.57,0.017077652637818613,612.0,2.660936573799644,0.13984120061618865,0,proxy
IN-MAL-MALAPPURAM__2026-04-03,IN-MAL-MALAPPURAM,Kerala,Malappuram,2026-04-03,11.0732,76.074,45.0,112.0,112.0,112.0,0.4017857142857143,9.0,0.06639004149377593,28,0.35,3,54,17,0.57,0.028547717842323656,765.0,7.435684647302905,0.17120868200269945,0,proxy
IN-MAL-MALAPPURAM__2026-04-04,IN-MAL-MALAPPURAM,Kerala,Malappuram,2026-04-04,11.0732,76.074,50.0,131.0,162.0,162.0,0.30864197530864196,5.0,0.09602845287492591,28,0.35,3,54,17,0.57,0.041292234736218146,850.0,15.556609365737998,0.18949285405120092,0,proxy
IN-MAL-MALAPPURAM__2026-04-05,IN-MAL-MALAPPURAM,Kerala,Malappuram,2026-04-05,11.0732,76.074,55.0,150.0,217.0,217.0,0.2534562211981567,5.0,0.12863070539419086,28,0.35,3,54,17,0.57,0.055311203319502074,935.0,27.912863070539416,0.21051530462966805,0,proxy
IN-MAL-MALAPPURAM__2026-04-06,IN-MAL-MALAPPURAM,Kerala,Malappuram,2026-04-06,11.0732,76.074,60.0,165.0,277.0,277.0,0.21660649819494585,5.0,0.16419679905157084,28,0.35,3,54,17,0.57,0.07060462359217547,1020.0,45.48251333728512,0.23143279312501203,0,proxy
IN-MAL-MALAPPURAM__2026-04-07,IN-MAL-MALAPPURAM,Kerala,Malappuram,2026-04-07,11.0732,76.074,65.0,180.0,342.0,342.0,0.19005847953216373,5.0,0.2027267338470658,28,0.35,3,54,17,0.57,0.0871724955542383,1105.0,69.3325429756965,0.25339364489608435,0,proxy
IN-MAL-MALAPPURAM__2026-04-08,IN-MAL-MALAPPURAM,Kerala,Malappuram,2026-04-08,11.0732,76.074,70.0,195.0,381.0,412.0,0.1837270341207349,5.0,0.24422050978067575,28,0.35,3,54,17,0.57,0.10501481920569058,1190.0,93.04801422643746,0.2725824753275005,0,proxy
IN-MAL-MALAPPURAM__2026-04-09,IN-MAL-MALAPPURAM,Kerala,Malappuram,2026-04-09,11.0732,76.074,75.0,210.0,420.0,487.0,0.17857142857142858,5.0,0.2886781268524007,28,0.35,3,54,17,0.57,0.1241315945465323,1275.0,121.2448132780083,0.2921992844192605,0,proxy
IN-MAL-MALAPPURAM__2026-04-10,IN-MAL-MALAPPURAM,Kerala,Malappuram,2026-04-10,11.0732,76.074,80.0,225.0,455.0,567.0,0.17582417582417584,5.0,0.3360995850622407,28,0.35,3,54,17,0.57,0.14452282157676352,1360.0,152.92531120331952,0.3117517644790565,0,proxy
IN-MAN-MANDI__2026-04-01,IN-MAN-MANDI,Himachal Pradesh,Mandi,2026-04-01,31.7081,76.9315,42.0,42.0,42.0,42.0,1.0,42.0,0.024896265560165973,18,0.46,3,1044,26,0.5,0.012448132780082987,1092.0,1.0456431535269708,0.19991398432296134,0,proxy
IN-MAN-MANDI__2026-04-02,IN-MAN-MANDI,Himachal Pradesh,Mandi,2026-04-02,31.7081,76.9315,49.0,91.0,91.0,91.0,0.5384615384615384,7.0,0.05394190871369295,18,0.46,3,1044,26,0.5,0.026970954356846474,1274.0,4.908713692946058,0.2152653499253891,0,proxy
IN-MAN-MANDI__2026-04-03,IN-MAN-MANDI,Himachal Pradesh,Mandi,2026-04-03,31.7081,76.9315,60.0,151.0,151.0,151.0,0.3973509933774834,11.0,0.08950800237107291,18,0.46,3,1044,26,0.5,0.044754001185536456,1560.0,13.51570835803201,0.25590467499562386,0,proxy
IN-MAN-MANDI__2026-04-04,IN-MAN-MANDI,Himachal Pradesh,Mandi,2026-04-04,31.7081,76.9315,67.0,176.0,218.0,218.0,0.3073394495412844,7.0,0.12922347362181388,18,0.46,3,1044,26,0.5,0.06461173681090694,1742.0,28.170717249555427,0.28131754049524726,0,proxy
IN-MAN-MANDI__2026-04-05,IN-MAN-MANDI,Himachal Pradesh,Mandi,2026-04-05,31.7081,76.9315,74.0,201.0,292.0,292.0,0.2534246575342466,7.0,0.17308832246591582,18,0.46,3,1044,26,0.5,0.08654416123295791,1924.0,50.54179016004742,0.3099092663496505,0,proxy
IN-MAN-MANDI__2026-04-06,IN-MAN-MANDI,Himachal Pradesh,Mandi,2026-04-06,31.7081,76.9315,81.0,222.0,373.0,373.0,0.21715817694369974,7.0,0.22110254890337877,18,0.46,3,1044,26,0.5,0.11055127445168939,2106.0,82.47125074096029,0.33883661194574477,0,proxy
IN-MAN-MANDI__2026-04-07,IN-MAN-MANDI,Himachal Pradesh,Mandi,2026-04-07,31.7081,76.9315,88.0,243.0,461.0,461.0,0.19088937093275488,7.0,0.2732661529342027,18,0.46,3,1044,26,0.5,0.13663307646710135,2288.0,125.97569650266745,0.3692479026423816,0,proxy
IN-MAN-MANDI__2026-04-08,IN-MAN-MANDI,Himachal Pradesh,Mandi,2026-04-08,31.7081,76.9315,95.0,264.0,514.0,556.0,0.18482490272373542,7.0,0.32957913455838767,18,0.46,3,1044,26,0.5,0.16478956727919383,2470.0,169.40367516301126,0.39597390767033025,1,proxy
IN-MAN-MANDI__2026-04-09,IN-MAN-MANDI,Himachal Pradesh,Mandi,2026-04-09,31.7081,76.9315,102.0,285.0,567.0,658.0,0.17989417989417988,7.0,0.3900414937759336,18,0.46,3,1044,26,0.5,0.1950207468879668,2652.0,221.15352697095435,0.4233223193372831,1,proxy
IN-MAN-MANDI__2026-04-10,IN-MAN-MANDI,Himachal Pradesh,Mandi,2026-04-10,31.7081,76.9315,109.0,306.0,616.0,767.0,0.17694805194805194,7.0,0.45465323058684054,18,0.46,3,1044,26,0.5,0.22732661529342027,2834.0,280.0663900414938,0.4508008299509324,1,proxy
IN-MAN-MANGAN__2026-04-01,IN-MAN-MANGAN,Sikkim,Mangan,2026-04-01,27.5167,88.5333,63.0,63.0,63.0,63.0,1.0,63.0,0.03734439834024896,18,0.59,4,1400,36,0.45,0.02053941908713693,2268.0,2.3526970954356847,0.28229725696494207,0,proxy
IN-MAN-MANGAN__2026-04-02,IN-MAN-MANGAN,Sikkim,Mangan,2026-04-02,27.5167,88.5333,71.0,134.0,134.0,134.0,0.5298507462686567,8.0,0.07943094250148192,18,0.59,4,1400,36,0.45,0.04368701837581506,2556.0,10.643746295198577,0.3011401912235426,0,proxy
IN-MAN-MANGAN__2026-04-03,IN-MAN-MANGAN,Sikkim,Mangan,2026-04-03,27.5167,88.5333,79.0,213.0,213.0,213.0,0.37089201877934275,8.0,0.12625963248369887,18,0.59,4,1400,36,0.45,0.06944279786603438,2844.0,26.89330171902786,0.34729976678665603,0,proxy
IN-MAN-MANGAN__2026-04-04,IN-MAN-MANGAN,Sikkim,Mangan,2026-04-04,27.5167,88.5333,87.0,237.0,300.0,300.0,0.29,8.0,0.17783046828689983,18,0.59,4,1400,36,0.45,0.09780675755779492,3132.0,53.34914048606995,0.37938477450660585,0,proxy
IN-MAN-MANGAN__2026-04-05,IN-MAN-MANGAN,Sikkim,Mangan,2026-04-05,27.5167,88.5333,95.0,261.0,395.0,395.0,0.24050632911392406,8.0,0.23414344991108477,18,0.59,4,1400,36,0.45,0.12877889745109664,3420.0,92.48666271487848,0.4131846880676026,1,proxy
IN-MAN-MANGAN__2026-04-06,IN-MAN-MANGAN,Sikkim,Mangan,2026-04-06,27.5167,88.5333,103.0,285.0,498.0,498.0,0.20682730923694778,8.0,0.2951985773562537,18,0.59,4,1400,36,0.45,0.16235921754593954,3708.0,147.00889152341435,0.4486995074696463,1,proxy
IN-MAN-MANGAN__2026-04-07,IN-MAN-MANGAN,Sikkim,Mangan,2026-04-07,27.5167,88.5333,114.0,312.0,612.0,612.0,0.18627450980392157,11.0,0.3627741553052756,18,0.59,4,1400,36,0.45,0.1995257854179016,4104.0,222.01778304682867,0.4911592983174916,1,proxy
IN-MAN-MANGAN__2026-04-08,IN-MAN-MANGAN,Sikkim,Mangan,2026-04-08,27.5167,88.5333,122.0,339.0,671.0,734.0,0.18181818181818182,8.0,0.4350918790752816,18,0.59,4,1400,36,0.45,0.23930053349140487,4392.0,291.9466508595139,0.5225832305166365,1,proxy
IN-MAN-MANGAN__2026-04-09,IN-MAN-MANGAN,Sikkim,Mangan,2026-04-09,27.5167,88.5333,130.0,366.0,730.0,864.0,0.1780821917808219,8.0,0.5121517486662714,18,0.59,4,1400,36,0.45,0.2816834617664493,4680.0,373.87077652637817,0.5560086396128906,1,proxy
IN-MAN-MANGAN__2026-04-10,IN-MAN-MANGAN,Sikkim,Mangan,2026-04-10,27.5167,88.5333,138.0,390.0,789.0,1002.0,0.17490494296577946,8.0,0.5939537640782454,18,0.59,4,1400,36,0.45,0.326674570243035,4968.0,468.6295198577356,0.5893030951464376,1,proxy
IN-NAI-NAINITAL__2026-04-01,IN-NAI-NAINITAL,Uttarakhand,Nainital,2026-04-01,29.3919,79.4542,32.0,32.0,32.0,32.0,1.0,32.0,0.01896858328393598,17,0.47,4,2084,28,0.48,0.00986366330764671,896.0,0.6069946650859513,0.20676152689020622,0,proxy
IN-NAI-NAINITAL__2026-04-02,IN-NAI-NAINITAL,Uttarakhand,Nainital,2026-04-02,29.3919,79.4542,38.0,70.0,70.0,70.0,0.5428571428571428,6.0,0.04149377593360996,17,0.47,4,2084,28,0.48,0.021576763485477178,1064.0,2.904564315352697,0.21965450183845928,0,proxy
IN-NAI-NAINITAL__2026-04-03,IN-NAI-NAINITAL,Uttarakhand,Nainital,2026-04-03,29.3919,79.4542,44.0,114.0,114.0,114.0,0.38596491228070173,6.0,0.06757557794902193,17,0.47,4,2084,28,0.48,0.0351393005334914,1232.0,7.7036158861885,0.2465645574958397,0,proxy
IN-NAI-NAINITAL__2026-04-04,IN-NAI-NAINITAL,Uttarakhand,Nainital,2026-04-04,29.3919,79.4542,50.0,132.0,164.0,164.0,0.3048780487804878,6.0,0.0972139893301719,17,0.47,4,2084,28,0.48,0.050551274451689394,1400.0,15.943094250148192,0.26728814183899163,0,proxy
IN-NAI-NAINITAL__2026-04-05,IN-NAI-NAINITAL,Uttarakhand,Nainital,2026-04-05,29.3919,79.4542,56.0,150.0,220.0,220.0,0.2545454545454545,6.0,0.13040901007705988,17,0.47,4,2084,28,0.48,0.06781268524007114,1568.0,28.689982216953172,0.28928936970045105,0,proxy
IN-NAI-NAINITAL__2026-04-06,IN-NAI-NAINITAL,Uttarakhand,Nainital,2026-04-06,29.3919,79.4542,62.0,168.0,282.0,282.0,0.2198581560283688,6.0,0.16716064018968582,17,0.47,4,2084,28,0.48,0.08692353289863664,1736.0,47.1393005334914,0.3125682410802178,0,proxy
IN-NAI-NAINITAL__2026-04-07,IN-NAI-NAINITAL,Uttarakhand,Nainital,2026-04-07,29.3919,79.4542,68.0,186.0,350.0,350.0,0.19428571428571428,6.0,0.2074688796680498,17,0.47,4,2084,28,0.48,0.1078838174273859,1904.0,72.61410788381743,0.337124755978292,0,proxy
IN-NAI-NAINITAL__2026-04-08,IN-NAI-NAINITAL,Uttarakhand,Nainital,2026-04-08,29.3919,79.4542,74.0,204.0,392.0,424.0,0.18877551020408162,6.0,0.25133372851215174,17,0.47,4,2084,28,0.48,0.1306935388263189,2072.0,98.52282157676348,0.35902045285621204,0,proxy
IN-NAI-NAINITAL__2026-04-09,IN-NAI-NAINITAL,Uttarakhand,Nainital,2026-04-09,29.3919,79.4542,80.0,222.0,434.0,504.0,0.18433179723502305,6.0,0.2987551867219917,17,0.47,4,2084,28,0.48,0.1553526970954357,2240.0,129.6597510373444,0.381455331713978,0,proxy
IN-NAI-NAINITAL__2026-04-10,IN-NAI-NAINITAL,Uttarakhand,Nainital,2026-04-10,29.3919,79.4542,86.0,240.0,476.0,590.0,0.18067226890756302,6.0,0.34973325429756963,17,0.47,4,2084,28,0.48,0.1818612922347362,2408.0,166.47302904564313,0.4044293925515898,0,proxy
IN-NAM-NAMCHI__2026-04-01,IN-NAM-NAMCHI,Sikkim,Namchi,2026-04-01,27.1642,88.3639,54.0,54.0,54.0,54.0,1.0,54.0,0.032009484291641965,20,0.57,4,1675,34,0.47,0.01696502667457024,1836.0,1.7285121517486661,0.2634003331647875,0,proxy
IN-NAM-NAMCHI__2026-04-02,IN-NAM-NAMCHI,Sikkim,Namchi,2026-04-02,27.1642,88.3639,62.0,116.0,116.0,116.0,0.5344827586206896,8.0,0.06876111440426794,20,0.57,4,1675,34,0.47,0.03644339063426201,2108.0,7.976289270895081,0.2814850230086476,0,proxy
IN-NAM-NAMCHI__2026-04-03,IN-NAM-NAMCHI,Sikkim,Namchi,2026-04-03,27.1642,88.3639,74.0,190.0,190.0,190.0,0.3894736842105263,12.0,0.11262596324836989,20,0.57,4,1675,34,0.47,0.05969176052163604,2516.0,21.39893301719028,0.3300348344913561,0,proxy
IN-NAM-NAMCHI__2026-04-04,IN-NAM-NAMCHI,Sikkim,Namchi,2026-04-04,27.1642,88.3639,82.0,218.0,272.0,272.0,0.3014705882352941,8.0,0.16123295791345585,20,0.57,4,1675,34,0.47,0.0854534676941316,2788.0,43.85536455245999,0.3604236649738018,0,proxy
IN-NAM-NAMCHI__2026-04-05,IN-NAM-NAMCHI,Sikkim,Namchi,2026-04-05,27.1642,88.3639,90.0,246.0,362.0,362.0,0.24861878453038674,8.0,0.21458209839952577,20,0.57,4,1675,34,0.47,0.11372851215174866,3060.0,77.67871962062833,0.39421472911821837,0,proxy
IN-NAM-NAMCHI__2026-04-06,IN-NAM-NAMCHI,Sikkim,Namchi,2026-04-06,27.1642,88.3639,98.0,270.0,460.0,460.0,0.21304347826086956,8.0,0.2726733847065797,20,0.57,4,1675,34,0.47,0.14451689389448724,3332.0,125.42975696502667,0.42856478631151645,1,proxy
IN-NAM-NAMCHI__2026-04-07,IN-NAM-NAMCHI,Sikkim,Namchi,2026-04-07,27.1642,88.3639,106.0,294.0,566.0,566.0,0.1872791519434629,8.0,0.33550681683461764,20,0.57,4,1675,34,0.47,0.17781861292234735,3604.0,189.8968583283936,0.46462216191254785,1,proxy
IN-NAM-NAMCHI__2026-04-08,IN-NAM-NAMCHI,Sikkim,Namchi,2026-04-08,27.1642,88.3639,114.0,318.0,626.0,680.0,0.18210862619808307,8.0,0.4030823947836396,20,0.57,4,1675,34,0.47,0.213633669235329,3876.0,252.3295791345584,0.4957407020751588,1,proxy
IN-NAM-NAMCHI__2026-04-09,IN-NAM-NAMCHI,Sikkim,Namchi,2026-04-09,27.1642,88.3639,122.0,342.0,686.0,802.0,0.17784256559766765,8.0,0.4754001185536455,20,0.57,4,1675,34,0.47,0.25196206283343214,4148.0,326.1244813278008,0.5275819452608876,1,proxy
